work_id,الاسم,السنة,النوع,سبب_التعديل,tmdbId_القديم,tmdbId_الجديد,الصورة_النهائية,الحالة_النهائية
gangstas-2025-مترجم-اون-لاين,Gangstas,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1614098,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/gangstas-2025-مترجم-اون-لاين.jpg,صورة من CSV
بدلة-الزفاف-gelin-takimi-2024,Gelin Takimi,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1288455,,https://image.tmdb.org/t/p/w500/1zdd12EhiMeyoqSaKYGvbeH7FKh.jpg,صورة من TMDB
ghatikachalam-2025,Ghatikachalam,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1579744,,https://image.tmdb.org/t/p/w500/sBjt3Y54MUPyzwhOrWTl5al7Wsm.jpg,صورة من TMDB
green-2024,Green,1999,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,497,,https://image.tmdb.org/t/p/w500/vAHuvaUC885P78BNS3BMu9qM7ve.jpg,صورة من TMDB
green-night-2023,Green Night,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1182776,,https://image.tmdb.org/t/p/w500/bHJCwRFmy9qvPaFNaXG81ar7Hao.jpg,صورة من TMDB
ground-zero-2021,Ground Zero,2021,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1574885,,https://image.tmdb.org/t/p/w500/8vY1wX9tp3XP6PkPFo0btRGapSq.jpg,صورة من TMDB
guardian-2024,Guardian,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1281626,,https://image.tmdb.org/t/p/w500/5Ygv8pQlaIDRgCTFlLhPVF8qrkE.jpg,صورة من TMDB
haile-2023,Haile,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1143839,,https://image.tmdb.org/t/p/w500/5ryMVYaS0E48OytakguxEDRty4O.jpg,صورة من TMDB
haile-2-2023,Haile 2,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1215182,,https://image.tmdb.org/t/p/w500/8eOYDYX2iSpuEbJRjQTAPzFW8zO.jpg,صورة من TMDB
فيلم-hal-مترجم,Hal,,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,9889,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-hal-مترجم.jpg,صورة من CSV
her-body-2023,Her Body,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1114972,,https://image.tmdb.org/t/p/w500/iqP6SpWWqEpX9fvdllqjnDaqHp3.jpg,صورة من TMDB
here-2023-مترجم-اون-لاين,Here,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1083055,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/here-2023-مترجم-اون-لاين.jpg,صورة من CSV
heresy-2024,Heresy,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1294431,,https://image.tmdb.org/t/p/w500/sCmYqPoXAs35381OpwA0FgJqTdn.jpg,صورة من TMDB
heroic-2023-مترجم-اون-لاين,Heroic,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1337281,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/heroic-2023-مترجم-اون-لاين.jpg,صورة من CSV
hijacked-2025,Hijacked,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1062347,,https://image.tmdb.org/t/p/w500/k1jAAtAMA81zEUDGUaGDnd6rGlM.jpg,صورة من TMDB
himalaya-2015,Himalaya,2012,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,470184,,https://image.tmdb.org/t/p/w500/oKWa0t8o20UUss5tHeoWfhVH1Mu.jpg,صورة من TMDB
hit-list-2024,Hit List,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1473282,,https://image.tmdb.org/t/p/w500/itijChBgiw1KdhCJaCKHK3yKAWW.jpg,صورة من TMDB
hitler-2024,Hitler,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1556043,,https://image.tmdb.org/t/p/w500/zlh3DiOnAWrgVrBFxxBLdYhMWE6.jpg,صورة من TMDB
homunculus-2021,Homunculus,2021,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,828320,,https://image.tmdb.org/t/p/w500/iYtBNdee1ASFcyq9WrU9lRqaAGu.jpg,صورة من TMDB
hopeless-2023,Hopeless,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1129108,,https://image.tmdb.org/t/p/w500/qXW3Q9jNMUEnN9eslJjP3Oe56j0.jpg,صورة من TMDB
horizon-2024,Horizon,2020,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,602654,,https://image.tmdb.org/t/p/w500/vWGkIHeCLw9wWvPXnPTOM9d5GiK.jpg,صورة من TMDB
hounds-2023,Hounds,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1341121,,https://image.tmdb.org/t/p/w500/syb9eNQUSgtdeiS0tJZCcmCRmbJ.jpg,صورة من TMDB
i-want-you-2012,I Want You,2012,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1036399,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/i-want-you-2012.jpg,صورة من CSV
ipl-2025,IPL,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1565650,,https://image.tmdb.org/t/p/w500/vXNuxvpzCkw22wnO9Uvjn7KmV1I.jpg,صورة من TMDB
indian-2-2024,Indian 2,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,552398,,https://image.tmdb.org/t/p/w500/fPoiIfqmVfNYZRVUtfTSyuAj8Tw.jpg,صورة من TMDB
infiltration-2022,Infiltration,2022,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1024627,,https://image.tmdb.org/t/p/w500/uj6BjK7OXSCDhg0AjC2duL34vwQ.jpg,صورة من TMDB
init-2024,Init,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1462219,,https://image.tmdb.org/t/p/w500/g6LYkTVHznHUfhJNpBdVljO40X9.jpg,صورة من TMDB
فيلم-inu-ou,Inu-Ou,2011,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1636596,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-inu-ou.jpg,صورة من CSV
justice-2024,Justice,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,982940,,https://image.tmdb.org/t/p/w500/osUFKfa5D1wskPHahUM3GAm1HVh.jpg,صورة من TMDB
kalan-2025,Kalan,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1552288,,https://image.tmdb.org/t/p/w500/yC3Zwih05ETLYevyYl6ekYNmw12.jpg,صورة من TMDB
فيلم-kanojo-to-kanojo-no-neko-everything-flows,Kanojo to Kanojo no Neko: Everything Flows,2016,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,403064,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-kanojo-to-kanojo-no-neko-everything-flows.jpg,صورة من CSV
kara-2026,Kara,2026,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1645269,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/kara-2026.jpg,صورة من CSV
فيلم-karakai-jouzu-no-takagi-san-movie,Karakai Jouzu no Takagi-san Movie,,movie,tmdbId متشارك - أُعيدت المطابقة للنتيجة الصحيحة,1210989,938567,https://image.tmdb.org/t/p/w500/x78DgjTLhf483UA7xF5u7Yt7J9k.jpg,صورة من TMDB
kennedy-2023,Kennedy,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1200994,,https://image.tmdb.org/t/p/w500/aevX8O2kQl3qMlnHxB1IrIYcDLC.jpg,صورة من TMDB
kidnapped-2023-مترجم-اون-لاين,Kidnapped,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1146719,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/kidnapped-2023-مترجم-اون-لاين.jpg,صورة من CSV
kingston-2025,Kingston,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1428962,,https://image.tmdb.org/t/p/w500/okRDqkhBtISNEs6xrJjspvraiiU.jpg,صورة من TMDB
let-go-2024,Let Go,2024,movie,tmdbId متشارك - أُعيدت المطابقة للنتيجة الصحيحة,814889,1214484,https://image.tmdb.org/t/p/w500/hyLKAvkKqUb57STkTiPno2nw4Fx.jpg,صورة من TMDB
locker-2023,Locker,2022,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1162685,,https://image.tmdb.org/t/p/w500/4yW2CRh3ToYtUPFHvlBLwa5QuBj.jpg,صورة من TMDB
lot-no-249-2023-مترجم-اون-لاين,Lot No. 249,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1194909,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/lot-no-249-2023-مترجم-اون-لاين.jpg,صورة من CSV
love-forever-2025,Love Forever,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1229893,,https://image.tmdb.org/t/p/w500/bbCPdF56Bo0pLUvcLngv7MDC12S.jpg,صورة من TMDB
love-war-2025,Love+War,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1518910,,,بلا صورة (placeholder)
l-uomo-che-guarda-1994,L’uomo che guarda,2009,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,443998,,https://image.tmdb.org/t/p/w500/asXwF3hvGJceLXtEPK3vkIn9Tvq.jpg,صورة من TMDB
max-2024,MAX,2015,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,76341,,https://image.tmdb.org/t/p/w500/rvoQHUQGskr7HIQdsyYeOe0GYiL.jpg,صورة من TMDB
maa-2025,Maa,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1167765,,https://image.tmdb.org/t/p/w500/eVDIB49fjQAHNz5squgsL87MWnU.jpg,صورة من TMDB
mafia-the-don-2024,Mafia The Don,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,112205,,https://image.tmdb.org/t/p/w500/wgy53vcf8QBWFQji2ibRdkOAR0W.jpg,صورة من TMDB
maharaj-2024,Maharaj,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1388907,,https://image.tmdb.org/t/p/w500/eIL3FHbBnhue0cKutcT0dQF6sHy.jpg,صورة من TMDB
maharaja-2024,Maharaja,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1322993,,https://image.tmdb.org/t/p/w500/3525kjUVh6ZDiwiMRMO73F0X2rD.jpg,صورة من TMDB
mario-2025,Mario,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,502356,,https://image.tmdb.org/t/p/w500/hpYfdZfL5Ht34X7Mk93N9ME5xxo.jpg,صورة من TMDB
mark-2025,Mark,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1101647,,https://image.tmdb.org/t/p/w500/4vrI6wlheaLzEokROTow78EpA25.jpg,صورة من TMDB
marked-men-2025,Marked Men,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1078600,,https://image.tmdb.org/t/p/w500/gZQU8BtCH2IbMZq6QETiU4HXQSR.jpg,صورة من TMDB
matka-2024,Matka,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1223445,,https://image.tmdb.org/t/p/w500/sX4Jo05iS40yrPQYdYyraEJGQVx.jpg,صورة من TMDB
mayhem-2023,Mayhem!,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,614930,,https://image.tmdb.org/t/p/w500/gyh0eECE2IqrW8GWl3KoHBfc45j.jpg,صورة من TMDB
merry-christmas-2024,Merry Christmas,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1383543,,https://image.tmdb.org/t/p/w500/gcpk0XJ7khXOcyecuS8L2tQgP2R.jpg,صورة من TMDB
methgator-2023,Methgator,2024,movie,tmdbId متشارك - أُلغي الإثراء (لا نتيجة موثوقة),1091298,,,بلا صورة (placeholder)
millionaire-2025,Millionaire,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1370218,,https://image.tmdb.org/t/p/w500/85r4w6W1gik12iU49T2S6tXsRmg.jpg,صورة من TMDB
فيلم-mirai-no-mirai,Mirai no Mirai,2013,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,93096,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-mirai-no-mirai.jpg,صورة من CSV
miss-you-2024,Miss You,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1262520,,https://image.tmdb.org/t/p/w500/84UKVMUqsfdurSJWaG0M1E4LiWn.jpg,صورة من TMDB
فيلم-mononoke-movie-karakasa-مترجم,Mononoke Movie: Karakasa,,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,989730,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-mononoke-movie-karakasa-مترجم.jpg,صورة من CSV
mrs-2023,Mrs,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,915865,,https://image.tmdb.org/t/p/w500/wEKwOfgo3IMGNNGkDF0WJQtrmIx.jpg,صورة من TMDB
naughty-2023,Naughty,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,936059,,https://image.tmdb.org/t/p/w500/5JoTI5Nrh2U639WfwUk0Akum7fQ.jpg,صورة من TMDB
no-limit-2022-مترجم-اون-لاين,No Limit,2022,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1014276,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/no-limit-2022-مترجم-اون-لاين.jpg,صورة من CSV
on-the-run-2024-مترجم-اون-لاين,On the Run,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1225435,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/on-the-run-2024-مترجم-اون-لاين.jpg,صورة من CSV
one-mile-2026-مترجم-اون-لاين,One Mile,2026,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1327688,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/one-mile-2026-مترجم-اون-لاين.jpg,صورة من CSV
فيلم-one-piece-movie-1-مترجم,One Piece Movie 1,,movie,tmdbId متشارك - أُعيدت المطابقة للنتيجة الصحيحة,374205,19576,https://image.tmdb.org/t/p/w500/aRqQNSuXpcE3dkJC43aEg9f2HXd.jpg,صورة من TMDB
فيلم-one-piece-movie-2-nejimaki-jima-no-daibouken-مترجم,One Piece Movie 2: Nejimaki-jima no Daibouken,,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,23446,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-one-piece-movie-2-nejimaki-jima-no-daibouken-مترجم.jpg,صورة من CSV
one-win-2023,One Win,1963,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,3685,,https://image.tmdb.org/t/p/w500/xOMhQgYHSAfuYRWmFpfb70P1yHP.jpg,صورة من TMDB
onibaba-1964,Onibaba,1964,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1283938,,https://image.tmdb.org/t/p/w500/48FQa9MNY86EayhbZJpMcrmkiOT.jpg,صورة من TMDB
our-girls-2025,Our Girls,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1595884,,https://image.tmdb.org/t/p/w500/lvopQCPmq5dquTrWNccnhMbdeAG.jpg,صورة من TMDB
pani-2024,Pani,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1310468,,https://image.tmdb.org/t/p/w500/25j2Hx5Cd0YEtaY9DkzJOIjNWKJ.jpg,صورة من TMDB
panoptikoni-2024,Panoptikoni,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1213193,,https://image.tmdb.org/t/p/w500/65tzmhHWbTPyyC9ejmGfqwU0YIg.jpg,صورة من TMDB
2024-peacock,Peacock,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1252049,,https://image.tmdb.org/t/p/w500/cEgXZX5dXgjqr3Ttti6HEo8QxPL.jpg,صورة من TMDB
petta-2019,Petta,2019,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,616733,,https://image.tmdb.org/t/p/w500/OhlAwwhQ4B41gfCYRk1lQUKeHX.jpg,صورة من TMDB
phantom-2023,Phantom,2022,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,717151,,https://image.tmdb.org/t/p/w500/6bcrhJQLoLNsYX4UGTOMQkCiACA.jpg,صورة من TMDB
pilot-2024,Pilot,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1549518,,https://image.tmdb.org/t/p/w500/okc39z5AdE8AObWgoEjd52aU84n.jpg,صورة من TMDB
plague-2023,Plague,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1086373,,https://image.tmdb.org/t/p/w500/hVTZLZnQjqe3xKiPoYltbFvuCCj.jpg,صورة من TMDB
planet-b-2024-مترجم-اون-لاين,Planet B,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1345358,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/planet-b-2024-مترجم-اون-لاين.jpg,صورة من CSV
plante-b-2024,Plante B,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1466892,,https://image.tmdb.org/t/p/w500/9ush1ZCFe6g8CRvHImtDdtKIx65.jpg,صورة من TMDB
فيلم-pokemon-movie-23-coco-مترجم,Pokemon Movie 23: Coco,,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,662708,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-pokemon-movie-23-coco-مترجم.jpg,صورة من CSV
project-y-2026,Project Y,2026,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1658240,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/project-y-2026.jpg,صورة من CSV
queen-of-hearts-2019,Queen of Hearts,2019,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,649806,,https://image.tmdb.org/t/p/w500/sV9ggufElyZ1NgomrTgtrz10Lwd.jpg,صورة من TMDB
rabies-2023-مترجم-اون-لاين,Rabies,2023,movie,tmdbId متشارك - أُعيدت المطابقة للنتيجة الصحيحة,650036,1071312,https://image.tmdb.org/t/p/w500/A9PCaYoJ3zExiUKRFqTfP0sbITo.jpg,صورة من TMDB
rambo-2025,Rambo,1988,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1370,,https://image.tmdb.org/t/p/w500/uycbt9iVlAnKkQIisqUWuO8hVcm.jpg,صورة من TMDB
rape-1976,Rape!,1976,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,567238,,https://image.tmdb.org/t/p/w500/n2MVHH1lA2SsGMbleSFo5tiwYrJ.jpg,صورة من TMDB
raqa-2024,Raqa,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1239481,,https://image.tmdb.org/t/p/w500/3dDP4qtfs6Uvc3wyvZRuPtpGlci.jpg,صورة من TMDB
فيلم-re-zero-kara-hajimeru-isekai-seikatsu-hyouketsu-no-kizuna-مترجم,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,,movie,tmdbId متشارك - أُعيدت المطابقة للنتيجة الصحيحة,532321,566451,https://image.tmdb.org/t/p/w500/brQCjRa6swAKehKbviT02vJvEIt.jpg,صورة من TMDB
reborn-2025,Reborn,2011,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,58233,,https://image.tmdb.org/t/p/w500/zDbrU0eSnRGh5gHc1iqTACTNNyT.jpg,صورة من TMDB
renoir-2025,Renoir,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1627130,,https://image.tmdb.org/t/p/w500/ffYPcigGUAbmzxXnFLnKfOmfSkX.jpg,صورة من TMDB
resurrection-2025,Resurrection,2016,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,278924,,https://image.tmdb.org/t/p/w500/bG3Q6EFcngpPn7uPuQTzTuq9DgV.jpg,صورة من TMDB
retro-2025,Retro,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1001288,,https://image.tmdb.org/t/p/w500/1D2Hn8HD9tpU9j901vNRmn4Oz3J.jpg,صورة من TMDB
ride-on-2023-مترجم-اون-لاين,Ride On,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1660569,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/ride-on-2023-مترجم-اون-لاين.jpg,صورة من CSV
right-2025,Right,1989,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,925,,https://image.tmdb.org/t/p/w500/nNLYrgMwK9YiVSS345nL7esg9Uh.jpg,صورة من TMDB
romeo-2024,Romeo,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1168806,,https://image.tmdb.org/t/p/w500/gvGxnKFxPkJa0Y6reurTEhFiIby.jpg,صورة من TMDB
rose-s-war-2023,Rose’s War,1998,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,249,,https://image.tmdb.org/t/p/w500/6d0bSSHFi4tBpX1abJ0SDxklopU.jpg,صورة من TMDB
royal-2025,Royal,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1147016,,https://image.tmdb.org/t/p/w500/zpABxZgT5oSeafsAL0rvNbLzjIl.jpg,صورة من TMDB
run-2024-مترجم-اون-لاين,Run!,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1369965,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/run-2024-مترجم-اون-لاين.jpg,صورة من CSV
sabari-2024,Sabari,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1308529,,https://image.tmdb.org/t/p/w500/nld3KDkkbndpMqCMYketrydkGDT.jpg,صورة من TMDB
satan-the-dark-2026,Satan – The Dark,2008,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,45663,,https://image.tmdb.org/t/p/w500/6Z9znq1IxwknrdPbXyr7NJJPhpP.jpg,صورة من TMDB
savi-2024,Savi,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1333051,,https://image.tmdb.org/t/p/w500/myuVXGv7gL0CkaM8M4UaznL8bZT.jpg,صورة من TMDB
secret-2024,Secret,2022,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,791155,,https://image.tmdb.org/t/p/w500/v6mvk0YC4o0PUdq82IbNRjIEEv3.jpg,صورة من TMDB
shambhala-2025,Shambhala,2026,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1531435,,https://image.tmdb.org/t/p/w500/5uXRYjbkYPio0rxNs2v988MJWF1.jpg,صورة من TMDB
shesha-2016-2026,Shesha,2016,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,411869,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/shesha-2016-2026.jpg,صورة من CSV
shutter-2025,Shutter,2010,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,11324,,https://image.tmdb.org/t/p/w500/eW6kCron3zmQFS31DX6U66wdJ3y.jpg,صورة من TMDB
simarik-2024,Simarik,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1285660,,https://image.tmdb.org/t/p/w500/CF9or2174WFbBbXb5SvREau02H.jpg,صورة من TMDB
single-2025,Single,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1442755,,https://image.tmdb.org/t/p/w500/keHP64qS9ACO4Is7p2xJCqEmqDp.jpg,صورة من TMDB
sleep-2023,Sleep,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1243331,,https://image.tmdb.org/t/p/w500/1R0LrT5ndFXy31EgLBGef56JDGy.jpg,صورة من TMDB
slow-2023,Slow,2015,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,223485,,https://image.tmdb.org/t/p/w500/j3PmbRZvf5KpNbapSjn8b0CpD6a.jpg,صورة من TMDB
somebody-2024,Somebody,2022,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,696157,,https://image.tmdb.org/t/p/w500/oodPJ3Op1pWBhnEFyw5fampRCWf.jpg,صورة من TMDB
starfish-2023,Starfish,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1253796,,https://image.tmdb.org/t/p/w500/yz1xv3kdbH3oW7wd5Ri6VzqHqSr.jpg,صورة من TMDB
stephen-2025,Stephen,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1492221,,https://image.tmdb.org/t/p/w500/8MDSshPTofoek3IoAV9r0JWXqNs.jpg,صورة من TMDB
stolen-2024,Stolen,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1566528,,https://image.tmdb.org/t/p/w500/9yVElerlkMMzp8gyJ7ljzEggAkd.jpg,صورة من TMDB
streaming-2025,Streaming,2022,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,974691,,https://image.tmdb.org/t/p/w500/dfgZJlKYg5xm6dBl05bOKhfunXb.jpg,صورة من TMDB
stree-2018,Stree,2013,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1099012,,https://image.tmdb.org/t/p/w500/dthIkG1QqqVZhXWnVHgLCf2KvXH.jpg,صورة من TMDB
فيلم-summer-wars,Summer Wars,,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,980804,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-summer-wars.jpg,صورة من CSV
system-2026,System,2026,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1665571,,https://image.tmdb.org/t/p/w500/sIkNwE8h5DpE4JLS0kHeVPNhp0H.jpg,صورة من TMDB
talk-to-me-2022-مترجم-اون-لاين,Talk to Me,2022,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,976680,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/talk-to-me-2022-مترجم-اون-لاين.jpg,صورة من CSV
test-2025,Test,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1419710,,https://image.tmdb.org/t/p/w500/oxvxYnPRwIg4f5EZPqveuvZc1PB.jpg,صورة من TMDB
the-100-2025,The 100,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1458385,,https://image.tmdb.org/t/p/w500/zlUPxStjf3sKFQhjCKbQPRa2YEe.jpg,صورة من TMDB
the-abandon-2022-مترجم-اون-لاين,The Abandon,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1665307,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/the-abandon-2022-مترجم-اون-لاين.jpg,صورة من CSV
